StatementID,StatementText,Importance_Mean,Importance_Std,Importance_Count,Feasibility_Mean,Feasibility_Std,Feasibility_Count,Gap
53,Q1_53,3.5833333333333335,1.164500152881315,12,3.75,1.3568010505999362,12,-0.16666666666666652
54,Q1_54,3.1666666666666665,1.1146408580454255,12,3.0,0.852802865422442,12,0.16666666666666652
55,Q1_55,3.1666666666666665,1.5859229221975182,12,2.8333333333333335,1.1934162828797101,12,0.33333333333333304
56,Q1_56,3.1666666666666665,1.1146408580454255,12,3.25,0.9653072991634228,12,-0.08333333333333348
57,Q1_57,3.4166666666666665,1.1645001528813148,12,4.25,1.2154310870109943,12,-0.8333333333333335
58,Q1_58,3.5833333333333335,0.9962049198956219,12,3.5,1.243163121016122,12,0.08333333333333348
59,Q1_59,3.9166666666666665,1.0836246694508318,12,3.5833333333333335,1.0836246694508316,12,0.33333333333333304
60,Q1_60,3.0833333333333335,1.0836246694508318,12,2.9166666666666665,0.7929614610987591,12,0.16666666666666696
61,Q1_61,2.1666666666666665,0.9374368665610922,12,2.5833333333333335,1.164500152881315,12,-0.41666666666666696
62,Q1_62,2.9166666666666665,1.0836246694508316,12,3.5833333333333335,1.2401124093721454,12,-0.666666666666667
63,Q1_63,3.4166666666666665,0.9962049198956218,12,2.5,0.9045340337332908,12,0.9166666666666665
64,Q1_64,3.5833333333333335,1.0836246694508316,12,3.3333333333333335,1.0730867399773196,12,0.25
65,Q1_65,2.9166666666666665,1.164500152881315,12,2.9166666666666665,1.3113721705515067,12,0.0
66,Q1_66,3.25,1.3568010505999362,12,3.1666666666666665,0.9374368665610922,12,0.08333333333333348
67,Q1_67,3.0833333333333335,1.378954368902449,12,2.5,0.9045340337332907,12,0.5833333333333335
68,Q1_68,3.1666666666666665,1.1934162828797101,12,4.083333333333333,1.1645001528813148,12,-0.9166666666666665
69,Q1_69,3.9166666666666665,1.3113721705515067,12,4.166666666666667,1.1934162828797101,12,-0.25000000000000044
70,Q1_70,3.4166666666666665,1.0836246694508316,12,3.6666666666666665,1.1547005383792515,12,-0.25
71,Q1_71,2.6666666666666665,1.2309149097933274,12,2.75,1.0552897060221726,12,-0.08333333333333348
72,Q1_72,3.5,1.1677484162422844,12,3.8333333333333335,1.1934162828797101,12,-0.3333333333333335
73,Q1_73,3.5,1.0871146130092177,12,3.4166666666666665,0.90033663737852,12,0.08333333333333348
74,Q1_74,2.8333333333333335,1.1934162828797101,12,3.4166666666666665,0.90033663737852,12,-0.583333333333333
75,Q1_75,3.3333333333333335,1.3706888336846839,12,2.8333333333333335,1.0298573010888745,12,0.5
76,Q1_76,3.6666666666666665,0.8876253645985945,12,3.6666666666666665,1.0730867399773196,12,0.0
77,Q1_77,2.3333333333333335,1.3026778945578592,12,2.5,1.243163121016122,12,-0.16666666666666652
78,Q1_78,2.75,1.0552897060221726,12,2.5,1.087114613009218,12,0.25
79,Q1_79,3.5833333333333335,1.0836246694508316,12,3.25,1.2154310870109941,12,0.3333333333333335
80,Q1_80,3.5,1.0871146130092177,12,3.5833333333333335,1.0836246694508316,12,-0.08333333333333348
81,Q1_81,3.0833333333333335,1.3113721705515067,12,2.75,0.621581560508061,12,0.3333333333333335
82,Q1_82,3.3333333333333335,1.2309149097933274,12,3.0,1.348399724926484,12,0.3333333333333335
83,Q1_83,2.75,1.2154310870109941,12,2.4166666666666665,0.90033663737852,12,0.3333333333333335
84,Q1_84,3.727272727272727,1.1037127426019047,11,4.083333333333333,1.378954368902449,12,-0.35606060606060597
85,Q1_85,3.5,1.1677484162422844,12,3.1666666666666665,1.1934162828797101,12,0.3333333333333335
86,Q1_86,3.1666666666666665,1.1146408580454255,12,3.25,1.2880570286640687,12,-0.08333333333333348
87,Q1_87,2.1666666666666665,0.9374368665610922,12,3.0833333333333335,1.2401124093721456,12,-0.916666666666667
88,Q1_88,3.4166666666666665,1.164500152881315,12,3.3333333333333335,0.8876253645985945,12,0.08333333333333304
89,Q1_89,4.166666666666667,1.2673044646258473,12,4.0,1.2060453783110545,12,0.16666666666666696
90,Q1_90,3.0833333333333335,1.164500152881315,12,3.4166666666666665,1.3113721705515067,12,-0.33333333333333304
91,Q1_91,2.9166666666666665,1.2401124093721456,12,2.4166666666666665,0.9962049198956218,12,0.5
92,Q1_92,3.1666666666666665,1.1146408580454255,12,2.8333333333333335,0.9374368665610922,12,0.33333333333333304
93,Q1_93,3.0,1.4142135623730951,12,2.9166666666666665,1.0836246694508318,12,0.08333333333333348
94,Q1_94,3.9166666666666665,1.0836246694508318,12,2.9166666666666665,0.996204919895622,12,1.0
95,Q1_95,2.8333333333333335,1.1934162828797101,12,2.9166666666666665,1.0836246694508318,12,-0.08333333333333304
96,Q1_96,3.0,1.4142135623730951,12,2.8333333333333335,1.1146408580454255,12,0.16666666666666652
97,Q1_97,3.0,1.2060453783110545,12,3.3333333333333335,1.2309149097933272,12,-0.3333333333333335
98,Q1_98,3.8333333333333335,1.0298573010888745,12,3.5833333333333335,1.0836246694508316,12,0.25
99,Q1_99,2.75,1.3568010505999362,12,2.4166666666666665,0.9003366373785199,12,0.3333333333333335
100,Q1_100,4.0,1.1281521496355325,12,4.083333333333333,1.2401124093721456,12,-0.08333333333333304
